unqiue_id	response
CC866	"{
""Task"": [""speech recognition"", ""speech understanding"", ""response generation""],
""Material"": [""proceedings of the DARPA speech and natural language workshops"", ""publications from participants of the ESPRIT SUNDIAL project""],
""Technique"": [],
""Process"": [],
""Measure"": [],
""Concept"": [""human/machine interface"", ""knowledge base"", ""intended message"", ""spoken language systems""]
}"
CC1578	"Here is the output in JSON format:

{
""Task"": [""error analysis"", ""recall and precision of root nodes"", ""attachment score as a function of arc length""],
""Material"": [""MaltParser web page""],
""Technique"": [""feature models"", ""learning algorithm parameters""],
""Measure"": [""labeled attachment score"", ""precision"", ""recall"", ""attachment score""],
""Concept"": [""global syntactic structure"", ""arc length""]
}"
CC1242	"{
""Technique"": [""latent semantic indexing"", ""LSI"", ""General Vector space model"", ""GVSM""],
""Material"": [""WordNet""],
""Concept"": [""intermediate representation""],
""Task"": [""cross-lingual retrieval""]
}"
CC1343	"{
""Task"": [""transfer grammar learning"", ""expressing structural correspondences""],
""Material"": [""language sentence pairs"", ""translation examples""],
""Technique"": [""Synchronous Structured String-Tree Correspondence (S-SSTC)"", ""example-base machine translation EBMT3""],
""Concept"": [""structural correspondences"", ""grammar"", ""annotation schema""],
""Measure"": []
}"
CC1569	"{
""Task"": [""error analysis"", ""recall and precision of root nodes"", ""attachment score as a function of arc length""],
""Material"": [""MaltParser web page""],
""Technique"": [""feature models"", ""learning algorithm parameters""],
""Process"": [""considering languages"", ""degradation of attachment score""],
""Measure"": [""labeled attachment score"", ""precision"", ""recall"", ""arc length""],
""Concept"": [""global syntactic structure"", ""root nodes"", ""arcs""]
}"
CC710	"Here is the output in JSON format:

{
""Task"": [""speech understanding""],
""Material"": [""speech recognizer"", ""natural language processor"", ""input sentence""],
""Technique"": [],
""Process"": [],
""Measure"": [],
""Concept"": [""dialogue level expectation"", ""error correction"", ""expectation mechanisms"", ""dialogues""]
}"
CC1197	"{
""Task"": [""unsupervised tree structure induction"", ""tree-based translation models""],
""Material"": [""parallel corpus"", ""bilingual Tree-bank""],
""Technique"": [""parallel parsing model"", ""EM-based method"", ""Bayesian model"", ""phrase-based system"", ""hierarchical phrase-based system"", ""transformation-based method""],
""Process"": [""induce unlabeled trees"", ""construct unsupervised trees"", ""learn synchronous context free grammars"", ""learn discontinuous SCFG rules"", ""joint parsing and alignment"", ""infer an STSG"", ""re-trained the linguistic parsers bilingually"", ""generate effective unsupervised tree structures""],
""Measure"": [],
""Concept"": [""syntactic pre-reordering"", ""U-trees"", ""STSG"", ""SCFG"", ""parse trees"", ""word alignment"", ""linguistic parsers"", ""monolingual tree transformations"", ""hierarchical phrase-based model"", ""extended syntactic categories"", ""POS tags"", ""unsupervised word classes""]
}"
CC1455	"Here is the output in JSON format:

{
""Task"": [""Entity Detection and Recognition"", ""named entity recognition"", ""coreference resolution""],
""Material"": [""ACE 2004 framework"", ""MUC-6"", ""MUC-7"", ""CoNLL'02"", ""CoNLL'03"", ""Automatic Content Extraction program""],
""Technique"": [],
""Process"": [],
""Measure"": [],
""Concept"": [""entity"", ""mentions"", ""named mentions"", ""nominal mentions"", ""pronominal mentions"", ""conceptual entity""]
}"
CC441	"Here is the output in JSON format:

{
""Task"": [""resolving PP-attachment ambiguities"", ""parsing problem""],
""Material"": [],
""Technique"": [""rule-based models"", ""backed-off models"", ""maximumentropy model"", ""Collins-Brooks model"", ""sample selection"", ""learning algorithm""],
""Process"": [""apply sample selection"", ""experiment with several evaluation functions""],
""Measure"": [""predictive criteria""],
""Concept"": [""structural ambiguities"", ""syntactic constructs"", ""PP-attachment"", ""annotation""]
}"
CC582	"{
""Task"": [""automatic extraction of PICO elements"", ""clinical question answering""],
""Material"": [""MEDLINE citations"", ""abstract text""],
""Technique"": [""extraction algorithms"", ""PICO extractor""],
""Process"": [""identifies the relevant elements""],
""Concept"": [""PICO elements"", ""population"", ""problems"", ""interventions"", ""outcomes"", ""strength of evidence""]
}"
CC217	"{
""Task"": [""language grounding problem""],
""Material"": [""data sets"", ""Flickr""],
""Technique"": [""computer vision models""],
""Concept"": [""language"", ""perceptual systems"", ""motor systems"", ""brain"", ""neurological evidence"", ""ties between language, perceptual and motor systems""]
}"
CC459	"{
""Task"": [""evaluation of the systems"", ""evaluations of the systems""],
""Material"": [""OALD"", ""gold standard"", ""Duden"", ""Dudenredaktion 2001""],
""Technique"": [],
""Process"": [],
""Measure"": [""F-score"", ""token recall"", ""token frequency"", ""absolute frequency""],
""Concept"": [""subcategorized-for prepositions"", ""subcatego-rization frames"", ""argument-adjunct distinctions""]
}"
CC957	"{
""Task"": [""evaluating on test set sentences""],
""Technique"": [""parsing backoff strategy"", ""deletion strategy""],
""Process"": [""find a valid parse"", ""searches for a parse"", ""attempts to strategically allow tokens to subsume a neighbor"", ""add unary rules"", ""allow rules""],
""Concept"": [""parse"", ""dependency"", ""tag dictionary"", ""supertag"", ""grammar"", ""unary rules"", ""preterminal"", ""category"", ""context"", ""constituents""]
}"
CC1310	"{
""Technique"": [""RenTAL system"", ""LiLFeS"", ""HPSG parsers"", ""FB-LTAG grammar""],
""Material"": [""XTAG English grammar"", ""ATIS corpus""],
""Process"": [""parsing experiment""],
""Measure"": [""average length"", ""number of derivation trees""],
""Concept"": [""feature structure logic"", ""strong equivalence""]
}"
CC1177	"{
""Task"": [""automatically constructing statistical translation models""],
""Material"": [""bitexts""],
""Technique"": [""previous methods""],
""Process"": [""divide each half of the bitext into an equal number of segments"", ""align the segments"", ""define word co-occurrence""],
""Concept"": [""word co-occurrence frequencies"", ""bitext space"", ""bitext correspondence"", ""matching predicate""],
""Measure"": []
}"
CC761	"{
""Task"": [""automatic construction of dictionaries"", ""natural language processing""],
""Material"": [""LDOCE"", ""published dictionary"", ""large corpora""],
""Technique"": [""automatic analysis"", ""restructuring""],
""Process"": [""automatic construction""],
""Concept"": [""lexicography"", ""natural language analysis""]
}"
CC1510	"Here is the output in JSON format:

{
""Task"": [""computing semantic relatedness of words or concepts""],
""Technique"": [""dictionary-based"", ""ontology-based"", ""information-based"", ""distributional""],
""Material"": [""dictionaries"", ""ontologies"", ""large corpora""],
""Concept"": [""semantic relatedness""]
}"
CC336	"{
""Task"": [""anaphora resolution""],
""Material"": [],
""Technique"": [""knowledge-poor anaphora resolution strategies""],
""Process"": [],
""Measure"": [],
""Concept"": [""domain knowledge"", ""linguistic knowledge"", ""NLP systems""]
}"
CC809	"Here is the output in JSON format:

{
""Task"": [""analysis of coherence""],
""Material"": [""sentences"", ""paragraph""],
""Concept"": [""coherence"", ""background knowledge"", ""topic""],
""Technique"": []
}"
CC502	"{
""Task"": [""left-to-right arrangement of premodifying adjectives within an NP""],
""Material"": [""NP"", ""noun phrase""],
""Technique"": [""assigning adjectives to categories""],
""Concept"": [""premodifying adjectives"", ""vague properties"", ""semantically""],
""Measure"": [""relative position""]
}"
CC1016	"Here is the output in JSON format:

{
""Task"": [""algebraic path problem""],
""Material"": [""graphs"", ""subgraphs"", ""edges"", ""states""],
""Technique"": [""algebraic path"", ""_-closure step""],
""Process"": [""computing ti"", ""minimizing (__xi)_f_(yi__)"", ""partitioning"", ""recombining""],
""Measure"": [""O(n3)"", ""O(m)""],
""Concept"": [""semiring weight"", ""cyclicity"", ""irreducibility""]
}"
CC873	"Here is the output in JSON format:

{
""Task"": [""gaps""],
""Material"": [""feature vector"", ""parse node"", ""sentence""],
""Technique"": [""ATNs"", ""Hold register""],
""Process"": [""getting into the FLOAT-OBJECT slot"", ""top-down cycle"", ""bottom-up cycle""],
""Concept"": [""parse tree"", ""c-commanded"", ""verb-mode"", ""end node"", ""blocker nodes""],
""Measure"": []
}"
CC1584	"Here is the output in JSON format:

{
""Task"": [""exploration of the tradeoffs"", ""build clinical systems"", ""clinical question answering system"", ""summarization system""],
""Material"": [""randomized controlled trials"", ""RCTs""],
""Technique"": [""machine learning techniques"", ""content models"", ""crossvalidation experiments""],
""Process"": [""applying content models""],
""Measure"": [""extrinsically-valid measure of performance""],
""Concept"": [""patient treatment process"", ""task-structured abstracts"", ""clinical studies""]
}"
CC547	"{
""Concept"": [""clinical task"", ""clinical question"", ""patient care""],
""Task"": [""structure of a well-built clinical question""]
}"
CC1406	"{
""Technique"": [""flat semantics""],
""Material"": [""literals""],
""Concept"": [""semantic representation"", ""predicate/arguments"", ""modifiers/modified relationships"", ""arity"", ""unification variable""],
""Process"": [""processing""]
}"
CC321	"{
""Concept"": [""equivalence"", ""quantifier"", ""linguistic context""],
""Task"": [""resolves""]
}"
CC1422	"Here is the output in JSON format:

{
""Task"": [""Arabic document categorization"", ""evaluation of performance""],
""Material"": [""Arabic documents"", ""data set"", ""evaluation set"", ""aljazeera.net""],
""Technique"": [""Naïve Bayes algorithm"", ""root extraction algorithm""],
""Process"": [""document preprocessing"", ""cross validation experiments""],
""Measure"": [""overall NB classification correctness"", ""overall classification accuracy""],
""Concept"": [""Arabic morphology"", ""natural language processing""]
}"
CC1529	"{
""Task"": [""implementing the framework"", ""distributed corpus annotation framework""],
""Material"": [""JXTA"", ""CLAWS11"", ""BOINC platform""],
""Technique"": [""P2P environment"", ""object-oriented application environment"", ""plugins""],
""Process"": [""developing plug-ins"", ""integrating with the environment"", ""utilise its functionality"", ""implementing new functionality""],
""Concept"": [""instant messaging"", ""distributed video encoding"", ""distributed virtual worlds"", ""digital library management""],
""Measure"": []
}"
CC1429	"Here is the output in JSON format:

{
""Task"": [""automatic text categorization""],
""Material"": [""document"", ""words""],
""Technique"": [""feature selection techniques"", ""document frequency"", ""information gain"", ""minimum description length principal"", ""χ 2 statistic"", ""TF-IDF"", ""term frequency-inverse document frequency""],
""Process"": [],
""Measure"": [""recall"", ""precision""],
""Concept"": [""information retrieval""]
}"
CC987	"{
""Task"": [""learning to produce a full parse of free-text sentences""],
""Technique"": [""statistical methods""],
""Material"": [""free-text sentences""],
""Concept"": []
}"
CC263	"{
""Task"": [""computing the most probable parse"", ""parsing techniques"", ""estimating the most probable parse"", ""computing the parse tree generated by the most probable derivation"", ""maximum constituents parse"", ""statistically consistent model"", ""avoiding overlearning"", ""cross-validation""],
""Material"": [""treebank"", ""training set"", ""ATIS treebanks"", ""OVIS treebanks"", ""Wall Street Journal (WSJ) task""],
""Technique"": [""DOP1"", ""node-substitution"", ""Monte Carlo techniques"", ""Viterbi n-best search"", ""PCFG-reduction"", ""Expectation-Maximization"", ""maximum likelihood procedure"", ""perceptron algorithm""],
""Process"": [""converting subtrees into rules"", ""restricting the set of subtrees"", ""training the subtree probabilities"", ""sampling a fixed number of subtrees of each depth""],
""Measure"": [""probability of a tree"", ""normalized frequencies of the subtrees"", ""error rate"", ""relative reduction in error rate""],
""Concept"": [""subtrees"", ""parse tree"", ""derivations"", ""constituents"", ""non-root non-terminal"", ""non-terminal""]
}"
CC500	"Here is the output in JSON format:

{
""Task"": [""generating noun phrases""],
""Material"": [""numeral"", ""noun phrases""],
""Technique"": [],
""Process"": [],
""Measure"": [],
""Concept"": [""adjective"", ""standards"", ""referent"", ""linguistic context"", ""definite description"", ""base form""]
}"
CC1133	"{
""Task"": [""natural language generation"", ""multidocument summarization"", ""automatic evaluation of MT"", ""TE""],
""Material"": [""bilingual parallel corpus"", ""phrase alignments"", ""paraphrase tables"", ""PPHT""],
""Technique"": [""pivot-based approach"", ""pruning techniques""],
""Process"": [""extract"", ""pruning""],
""Measure"": [""precision""],
""Concept"": [""phrases"", ""language"", ""probabilities"", ""MT""]
}"
CC664	"{
""Task"": [""machine translation"", ""word alignment"", ""MT system combination"", ""transferring annotations between languages"", ""discovery of paraphrases"", ""joint unsupervised POS and parser induction across languages""],
""Material"": [""IBM Models 1-5"", ""hidden Markov model (HMM)""],
""Technique"": [""probabilistic models"", ""statistical machine translation""],
""Concept"": [""word-by-word alignment"", ""minimal translation units"", ""paraphrases"", ""annotations""],
""Measure"": []
}"
CC1549	"Here is the output in JSON format:

{
""Concept"": [""narrativity"", ""literary genre"", ""metagenre"", ""osmosis"", ""blogspheres""],
""Material"": [""blogs"", ""wikis"", ""Wikipedia"", ""personal wiki tools""],
""Task"": [],
""Technique"": [],
""Process"": [],
""Measure"": []
}"
CC250	"{
""Task"": [""experimental goal"", ""comparing PCFG-reductions""],
""Material"": [""statistical parsers"", ""sentences"", ""subtrees"", ""PCFG-reduction""],
""Technique"": [""PCFG-reductions"", ""Bod01"", ""Bon99"", ""Collins 1996"", ""Charniak 1997"", ""Collins 1999""],
""Process"": [""parsing"", ""testing subtree restrictions""],
""Measure"": [""processing time"", ""precision"", ""recall scores"", ""accuracy""],
""Concept"": [""best parse tree"", ""speedup""]
}"
CC1255	"Here is the output in JSON format:

{
""Task"": [""chunking competition""],
""Material"": [""CoNLL-2000"", ""Treebank""],
""Technique"": [],
""Process"": [],
""Measure"": [],
""Concept"": [""chunk"", ""syntactic category"", ""constituent"", ""syntactic head"", ""phrases"", ""phrase types"", ""adjective phrase"", ""adverb phrase"", ""conjunction phrase"", ""interjection phrase"", ""list marker"", ""noun phrase"", ""preposition phrase"", ""particle"", ""subordinated clause"", ""unlike coordinated phrase"", ""verb phrase""]
}"
CC1128	"{
""Task"": [""natural language generation"", ""multidocument summarization"", ""automatic evaluation of MT"", ""TE""],
""Material"": [""bilingual parallel corpus"", ""paraphrase tables"", ""phrase alignments""],
""Technique"": [""pivot-based approach"", ""pruning techniques""],
""Process"": [""extract"", ""pruning""],
""Measure"": [""precision""],
""Concept"": [""phrases"", ""paraphrases"", ""MT""]
}"
CC458	"{
""Material"": [""f-structure"", ""Figure 1"", ""Table 1""],
""Technique"": [""LFG""],
""Concept"": [""lemma"", ""grammatical function"", ""semantic form"", ""predicate"", ""argument list"", ""theta subscript"", ""governable grammatical functions"", ""nongovernable grammatical functions"", ""modifiers"", ""adjuncts"", ""SUBJ"", ""OBJ"", ""OBJe"", ""COMP"", ""XCOMP"", ""OBL"", ""ADJ"", ""XADJ"", ""OBJθ"", ""OBLθ""],
""Process"": [""form a grammatical construction"", ""specifying the governable grammatical functions""]
}"
CC338	"{
""Task"": [""anaphora resolution"", ""coreference task"", ""multilingual anaphora/coreference resolution"", ""evaluation methodology in anaphora resolution""],
""Material"": [""corpora"", ""Message Understanding Conferences (MUC-6 and MUC-7)""],
""Technique"": [""knowledge-poor strategies"", ""probabilistic techniques"", ""machine learning techniques"", ""centering""],
""Process"": [],
""Measure"": [],
""Concept"": [""anaphora"", ""coreference"", ""multilingual NLP"", ""centering""]
}"
CC1323	"Here is the output in JSON format:

{
""Task"": [""morphological analysis"", ""retrieval performance""],
""Material"": [""lexicon-free general-purpose stemmers""],
""Technique"": [""stemmers""],
""Process"": [],
""Measure"": [],
""Concept"": [""inflection patterns"", ""derivation"", ""composition"", ""lexico-semantic aspects"", ""dederation"", ""decomposition""]
}"
CC1210	"{
""Task"": [""statistical machine translation""],
""Material"": [],
""Technique"": [""tree-based translation models""],
""Process"": [""translation process""],
""Measure"": [],
""Concept"": [""context structure information"", ""long distance reordering"", ""translation quality""]
}"
CC836	"{
""Technique"": [""three-level semantics""],
""Concept"": [""default and commonsense reasoning"", ""natural language inferences"", ""predicates"", ""interpretations""],
""Material"": [""paragraphs"", ""sentence""]
}"
CC779	"Here is the output in JSON format:

{
""Task"": [""determining prosodic phrasing"", ""analysis of phrasing""],
""Material"": [""Olive-Liberman synthesizer"", ""natural language parser"", ""prosody rules""],
""Technique"": [""text-to-speech system""],
""Process"": [""generated phrase boundaries"", ""implemented""],
""Concept"": [""clausal structure"", ""predicate-argument relations"", ""prosodic phrase boundaries"", ""syntactic structure""]
}"
CC1612	"{
""Task"": [""semantic relation analysis"", ""semantic role labelling competitions""],
""Material"": [""VerbNet"", ""FrameNet""],
""Technique"": [],
""Process"": [],
""Measure"": [],
""Concept"": [""semantic roles"", ""verbs"", ""arguments""]
}"
CC674	"{
""Material"": [""corpus""],
""Task"": [""article""]
}"
CC1032	"{
""Material"": [""NCBI databases"", ""GenPept"", ""RefSeq"", ""Entrez GENE"", ""PSD database"", ""Protein Information Resources (PIR)"", ""iProClass database"", ""model organism databases"", ""nomenclature databases""],
""Concept"": [""biological databases"", ""cross-reference information"", ""records"", ""database""]
}"
CC1070	"Here is the output in JSON format:

{
""Technique"": [""ANVIL"", ""MUMIN annotation scheme""],
""Material"": [""videos""],
""Concept"": [""communicative head gestures"", ""interpersonal communication"", ""linguistic expressions"", ""facial expressions"", ""head movements""],
""Measure"": [""Smile"", ""Laughter"", ""Scowl"", ""FaceOther"", ""Nod"", ""Jerk"", ""Tilt"", ""SideTurn"", ""Shake"", ""Waggle"", ""Other""]
}"
CC1168	"Here is the output in JSON format:

{
""Task"": [""machine translation"", ""multilingual NLP applications"", ""machine-assisted translation"", ""concordancing for bilingual lexicography"", ""computer-assisted language learning"", ""corpus linguistics"", ""cross-lingual information retrieval""],
""Material"": [""translation lexicon"", ""World Wide Web""],
""Technique"": [""statistical models"", ""table look-up""],
""Concept"": [""translation phenomena""]
}"
CC358	"{
""Task"": [""SBD"", ""disambiguation of capitalized words"", ""identification of abbreviations""],
""Material"": [""Brown corpus"", ""WSJ corpus"", ""25-million-word corpus""],
""Technique"": [""machine learning"", ""rule-based"", ""SATZ system"", ""Alembic system"", ""decision tree classifier"", ""POS tagging""],
""Measure"": [""error rate""],
""Concept"": []
}"
CC1541	"{
""Task"": [""replication"", ""verification"", ""problem of reproducibility""],
""Material"": [""annotated web corpus data"", ""Sketch Engine"", ""URL lists"", ""web data"", ""metadata for web pages"", ""reference corpora""],
""Technique"": [""distributed environment""],
""Process"": [""store"", ""investigate"", ""distribute"", ""cache"", ""retrieve""],
""Concept"": [""web-based corpus studies"", ""copyright"", ""redistribution""],
""Measure"": []
}"
CC1220	"{
""Task"": [""translation grammar"", ""tree-based translation models""],
""Technique"": [""Bayesian SCFG grammar"", ""heuristic SCFG grammar"", ""STSG-based learning procedure""],
""Concept"": [""derivation tree""]
}"
CC16	"{
""Material"": [""DM features"", ""diMogue""],
""Measure"": [""num-reprompts"", ""num.confirms"", ""num-subdials"", ""percent-reprompts"", ""percent-confirms"", ""percent-subdials""],
""Concept"": [""generalized predictors""]
}"
CC1443	"{
""Technique"": [""Machine Learning"", ""Inductive Logic Programming"", ""ILP""],
""Process"": [""acquisition process""],
""Material"": [""corpus"", ""set of examples"", ""counter-examples"", ""E+"", ""Eâ\x88\x92""],
""Concept"": [""morpho-syntactic patterns"", ""contextual patterns""]
}"
CC542	"Here is the output in JSON format:

{
""Task"": [""application of our algorithm to color terms""],
""Material"": [""color terms"", ""objects"", ""referent"", ""color words""],
""Technique"": [""algorithm"", ""GRE""],
""Process"": [""assess"", ""map"", ""limit""],
""Measure"": [""saturation"", ""hue"", ""luminosity"", ""Pareto-optimal combination of Values""],
""Concept"": [""prototypical green"", ""multidimensionality"", ""vague descriptions"", ""referential unclarity"", ""perceptual grouping"", ""distinguishing descriptions""]
}"
CC886	"{
""Technique"": [""unary phrase structure rules"", ""LKB"", ""PATR-II"", ""CUF system"", ""TFS system""],
""Material"": [""parser""],
""Concept"": [""lexical rules"", ""phrase structure rules"", ""nonlexical rules"", ""covariation approach"", ""domain-specific refinement""]
}"
CC1349	"{
""Task"": [""immediate structural translation"", ""relating a syntactic TAG and semantic one"", ""characterize correspondences between tree adjoining languages""],
""Material"": [""Tree Adjoining Grammar"", ""S-TAG"", ""TAG"", ""IS-TAG"", ""TAL""],
""Technique"": [""parallelized formalisms"", ""synchronous formalisms""],
""Process"": [],
""Measure"": [],
""Concept"": [""machine translation"", ""translation phenomena"", ""isomorphism requirement"", ""structural translation""]
}"
CC843	"Here is the output in JSON format:

{
""Task"": [""theory of anaphora resolution""],
""Concept"": [""universe of the model"", ""anaphora resolution"", ""focus"", ""quantifier scoping"", ""syntactic clues""],
""Technique"": [""abduction""]
}"
CC80	"{
""Task"": [""self training""],
""Technique"": [""EM training algorithm"", ""PCFG-LA parser"", ""discriminative reranking approaches""],
""Material"": [""gold data"", ""automatically labeled data""],
""Concept"": [""complex grammars"", ""over-fitting"", ""latent annotations""],
""Process"": [""combining"", ""training""]
}"
CC596	"{
""Task"": [""comparing the three variants of the Doc-Ret method""],
""Material"": [""request e-mail"", ""corpus"", ""Table 1""],
""Technique"": [""Doc-Ret method"", ""retrieval process""],
""Process"": [""carrying out the retrieval process"", ""comparing the retrieved response with the actual response""],
""Measure"": [""F-score"", ""recall"", ""precision"", ""similarity score""],
""Concept"": [""applicability threshold"", ""request-response pairs"", ""real responses"", ""retrieved documents"", ""retrieval""]
}"
CC1234	"Here is the output in JSON format:

{
""Task"": [""building spoken dialogue systems""],
""Material"": [""WIT"", ""IWIT"", ""spoken dialogue systems"", ""domain-dependent system specifications"", ""internal knowledge sources""],
""Technique"": [""incremental understanding method"", ""language processing technology""],
""Process"": [""compiles"", ""building systems""],
""Concept"": [""spoken dialogue"", ""speech recognition"", ""language understanding"", ""speech output"", ""finite-state-modelbased toolkits"", ""robust and real-time system""]
}"
CC69	"{
""Task"": [""Web People Search task"", ""finding the pages relevant to the particular person"", ""finding information about other people sharing her name""],
""Concept"": [""celebrity"", ""historical figure"", ""person"", ""name""],
""Process"": [""grouping search results for a given name according to the different people that share it""]
}"
CC27	"{
""Task"": [""extracts rules"", ""improves BLEU score""],
""Material"": [""packed forests"", ""kbest lists"", ""tree-to-string system"", ""30-best parses"", ""hierarchical system of Hiero""],
""Technique"": [""forest-based extraction"", ""forest-based decoding"", ""forest-forest approach""],
""Process"": [],
""Measure"": [""BLEU score"", ""BLEU points""],
""Concept"": [""alternatives"", ""orthogonal work"", ""baseline""]
}"
CC919	"Here is the output in JSON format:

{
""Task"": [],
""Material"": [],
""Technique"": [""Partial-VP Topicalization Lexical Rule"", ""append relation""],
""Process"": [],
""Measure"": [],
""Concept"": [""types"", ""sorts"", ""appropriateness conditions"", ""feature declarations"", ""features"", ""attributes"", ""closed world"", ""signature"", ""valence attribute"", ""auxiliaries"", ""verbal complement"", ""lexicon""]
}"
CC854	"Here is the output in JSON format:

{
""Concept"": [""background knowledge"", ""reference disambiguation"", ""salience""],
""Technique"": [""selectional restrictions"", ""knowledge base""],
""Material"": [""semantic feature information""]
}"
CC1555	"{
""Task"": [""analyse"", ""evaluate""],
""Material"": [""computers"", ""internet"", ""web"", ""books"", ""printing press""],
""Technique"": [],
""Process"": [],
""Measure"": [],
""Concept"": [""digital revolution"", ""postmodernist"", ""deconstructionist"", ""opera aperta"", ""open work"", ""active readers"", ""collaborative traits""]
}"
CC1262	"{
""Task"": [""Shallow parsing"", ""full-sentence parsing""],
""Material"": [""text"", ""sentences""],
""Technique"": [""shallow parsing"", ""full parsers"", ""statistical learning methods"", ""manual construction of rules""],
""Process"": [""chunk"", ""extracting"", ""examining"", ""recognize""],
""Measure"": [],
""Concept"": [""syntactic structures"", ""base level phrases"", ""syntactic relationship"", ""local part-of-speech information"", ""local information"", ""nearby context"", ""pattern""]
}"
